song,artist,avg_popularity,total_days,reentry_count,momentum_score,momentum_score_final,album_type,is_explicit,Momentum_Level
ANTIFRAGILE,LE SSERAFIM,0.7759398496240602,0.08860759493670886,0.03225806451612903,63.7,0.42100381619626853,album,False,Medium
APT.,ROSÉ & Bruno Mars,0.9495533706060021,0.06871609403254973,0.0,59.05897435897435,0.49539151351276595,single,False,Medium
ASAP,NewJeans,0.8537252221462747,0.07775768535262206,0.0,55.779545454545456,0.45018991667892394,single,False,Medium
Accendio,IVE,0.5964912280701754,0.0018083182640144665,0.0,30.35,0.298788109514292,single,False,Low
After LIKE,IVE,0.8448203842940684,0.08499095840867993,0.0,56.53541666666666,0.4479074796696382,single,False,Medium
All I Want for Christmas Is You,Mariah Carey,1.0,0.019891500904159132,0.03225806451612903,63.475,0.5124190631744736,album,False,Medium
All Or Nothing,J Money & KingLee,0.48621553884711777,0.0018083182640144665,0.03225806451612903,34.85,0.250101877805989,single,True,Low
Allergy,(G)I-DLE,0.7566917293233083,0.0433996383363472,0.0,45.24,0.3913657561625583,single,False,Low
Alone,Jimin,0.7818070975965713,0.7341772151898733,0.1935483870967742,221.092628992629,0.6498663907746025,single,False,Medium
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga,0.2706766917293233,0.0,0.0,13.8,0.13533834586466165,compilation,False,Low
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,0.8227943129713684,0.39059674502712477,0.0,106.136866359447,0.5285761799938217,single,False,Medium
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,0.717310517673494,0.1555153707052441,0.12903225806451613,101.87586206896552,0.43111632166122343,single,False,Medium
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,0.7330634278002699,0.11573236889692586,0.0967741935483871,86.06153846153846,0.4206062632788901,single,False,Medium
Another Level,Jin,0.6106174527227158,0.018083182640144666,0.0,33.75454545454545,0.31073368115340133,single,False,Low
Another Level,Jin,0.6106174527227158,0.018083182640144666,0.0,33.75454545454545,0.31073368115340133,album,False,Low
Armageddon,aespa,0.7434879333164371,0.32007233273056057,0.0967741935483871,120.4814606741573,0.4871205051870641,album,False,Medium
